series_code,series_desc,pallet_id,pallet_available_flag,item_id,item_desc,family_code,reporting_group_desc,publisher_desc,imprint_desc,us_price,can_price,pub_date,quantity,Extended Retail,Extended @ 3%
9780316072212,HUK AGED ASSORTED,MO065219,Y,9780755353798,PRAETORN EOE11,23020102,BOOKPOINT,HEADLINE,HEADLINE,15.99,17.99,2012-09-11,1,17.99,0.54
9780316072212,HUK AGED ASSORTED,MO065219,Y,9780755353828,BLOOD CROWS,23020102,BOOKPOINT,HEADLINE,HEADLINE,15.99,17.99,2014-07-29,1,17.99,0.54
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781035404933,GOOD BAD HISTO,23020102,BOOKPOINT,HEADLINE,HEADLINE,17.99,19.99,2023-10-24,1,19.99,0.6
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472213402,DAY OF CASESRS,23020103,BOOKPOINT,HEADLINE,HEADLINE,26.99,34.99,2018-02-27,2,69.98,2.1
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472213440,PLAYNG WTH DTH,23020103,BOOKPOINT,HEADLINE,HEADLINE,26.99,34.99,2019-03-26,1,34.99,1.05
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472235183,NINTH RAIN (WI,23020102,BOOKPOINT,HEADLINE,HEADLINE,17.99,19.99,2023-01-17,1,19.99,0.6
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472236883,KING SOLOMON'S,23020102,BOOKPOINT,HEADLINE,HEADLINE,15.99,17.99,2019-09-10,3,53.97,1.62
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472236913,SPEAR OF ATLAN,23020102,BOOKPOINT,HEADLINE,HEADLINE,15.99,17.99,2020-01-28,1,17.99,0.54
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472256942,HEATHROW DOCTO,23020102,BOOKPOINT,HEADLINE,HEADLINE,17.99,19.99,2022-11-22,1,19.99,0.6
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472258496,HONOUR OF ROME,23020103,BOOKPOINT,HEADLINE,HEADLINE,26.99,34.99,2022-07-26,1,34.99,1.05
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472263537,DIAMOND H,23020102,BOOKPOINT,HEADLINE,HEADLINE,17.99,19.99,2023-09-12,2,39.98,1.2
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472266774,DOING TIME,23020102,BOOKPOINT,HEADLINE,HEADLINE,17.99,19.99,2021-06-01,1,19.99,0.6
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472266798,PLAN FOR THE W,23020102,BOOKPOINT,HEADLINE,HEADLINE,17.99,19.99,2021-08-10,2,39.98,1.2
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472267788,TOMB WITH VIEW,23020102,BOOKPOINT,HEADLINE,HEADLINE,17.99,19.99,2022-08-23,10,199.9,6.0
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472268099,KIERAN READ S8,23020103,BOOKPOINT,HEADLINE,HEADLINE,28.99,36.99,2020-04-14,1,36.99,1.11
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472272515,WHAT MAKES US,23020103,BOOKPOINT,HEADLINE,HEADLINE,26.99,32.99,2022-06-14,1,32.99,0.99
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472273208,ANOTHER TIME,23020102,BOOKPOINT,HEADLINE,HEADLINE,15.99,17.99,2022-06-07,2,35.98,1.08
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472280800,THIS IS WHY I,23020102,BOOKPOINT,HEADLINE,HEADLINE,17.99,19.99,2022-07-12,1,19.99,0.6
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472281272,"GOODBYE,",23020102,BOOKPOINT,HEADLINE,HEADLINE,17.99,19.99,2023-11-14,1,19.99,0.6
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472282033,WHISTLE BLOWER,23020103,BOOKPOINT,HEADLINE,HEADLINE,28.99,36.99,2022-03-29,1,36.99,1.11
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472284785,MOTHER MIDNIGH,23020102,BOOKPOINT,HEADLINE,HEADLINE,15.99,17.99,2022-06-28,1,17.99,0.54
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472284792,REALM OF DARKN,23020103,BOOKPOINT,HEADLINE,HEADLINE,29.99,36.99,2022-11-22,2,73.98,2.22
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472284822,REALMDARK(23),23020102,BOOKPOINT,HEADLINE,HEADLINE,17.99,19.99,2023-07-11,2,39.98,1.2
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472285676,MURDER AT THE,23020102,BOOKPOINT,HEADLINE,HEADLINE,15.99,17.99,2022-07-05,1,17.99,0.54
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472286697,PSALMS FOR T,23020102,BOOKPOINT,HEADLINE,HEADLINE,17.99,19.99,2023-10-17,1,19.99,0.6
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472286918,ABOUT TIME,23020103,BOOKPOINT,HEADLINE,HEADLINE,26.99,34.99,2023-01-31,1,34.99,1.05
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472286949,ABOUT TIME,23020102,BOOKPOINT,HEADLINE,HEADLINE,17.99,19.99,2024-02-20,8,159.92,4.8
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472287076,REBELLION EA,23020103,BOOKPOINT,HEADLINE,HEADLINE,28.99,36.99,2024-03-12,3,110.97,3.33
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472288387,UT FB YB 23-24,23020102,BOOKPOINT,HEADLINE,HEADLINE,38.0,50.0,2023-12-05,1,50.0,1.5
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472288561,JAMES ACASTER',23020103,BOOKPOINT,HEADLINE,HEADLINE,28.99,34.99,2022-12-13,1,34.99,1.05
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472288578,JAMES ACASTER',23020102,BOOKPOINT,HEADLINE,HEADLINE,19.99,21.99,2023-12-05,3,65.97,1.98
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472289278,WALKING BACK H,23020103,BOOKPOINT,HEADLINE,HEADLINE,28.99,34.99,2022-12-13,1,34.99,1.05
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472289865,TUTANKHAMUN,23020102,BOOKPOINT,HEADLINE,HEADLINE,19.99,21.99,2023-08-29,11,241.89,7.26
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472290885,PLAYFAIR CRICK,23020102,BOOKPOINT,HEADLINE,HEADLINE,19.99,21.99,2023-09-26,1,21.99,0.66
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472292766,GIRLS BATHROOM,23020103,BOOKPOINT,HEADLINE,HEADLINE,28.99,34.99,2022-12-13,1,34.99,1.05
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472293749,DOUBLE IL,23020103,BOOKPOINT,HEADLINE,HEADLINE,28.99,36.99,2023-12-26,2,73.98,2.22
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472293756,DOUBLE ILLUSIO,23020102,BOOKPOINT,HEADLINE,HEADLINE,17.99,19.99,2024-01-23,1,19.99,0.6
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472296351,DANCING WITH,23020103,BOOKPOINT,HEADLINE,HEADLINE,28.99,36.99,2023-09-26,3,110.97,3.33
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472297464,ROYAL WARDROBE,23020103,BOOKPOINT,HEADLINE,HEADLINE,28.99,36.99,2023-10-24,5,184.95,5.55
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781035400751,FRENCH SPY,23021202,BOOKPOINT,HEADLINE,HEADLINE ACCENT,18.99,21.99,2024-03-19,1,21.99,0.66
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472275936,DEATH FROM A S,23021202,BOOKPOINT,HEADLINE,HEADLINE ACCENT,15.99,17.99,2022-02-08,1,17.99,0.54
9780316072212,HUK AGED ASSORTED,MO065219,Y,9781472293527,HOUSE OF LOST,23021202,BOOKPOINT,HEADLINE,HEADLINE ACCENT,17.99,19.99,2023-02-14,1,19.99,0.6
